№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;ИНН;Адрес;Контакты;ФИО Руководителя
№ 0124300004921000008;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300004921000008;Определение поставщика завершено;Выполнение работ по устройству уличного освещения в пос. Черемушский, дер. Борки.;АДМИНИСТРАЦИЯ КОТЛАССКОГО МУНИЦИПАЛЬНОГО РАЙОНААРХАНГЕЛЬСКОЙОБЛАСТИ;08.02.2021;968 904,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124300004921000008;УПРАВЛЕНИЕ ИМУЩЕСТВЕННО-ХОЗЯЙСТВЕННОГО КОМПЛЕКСА АДМИНИСТРАЦИИ КОТЛАССКОГО МУНИЦИПАЛЬНОГО РАЙОНА АРХАНГЕЛЬСКОЙ ОБЛАСТИ;Морозов Д. Е.;1 - Победитель;537 740,83;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТСТРОЙ""";2 - Второй номер;542 585,36;;;;;;
№ 32109969030;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109969030;Закупка завершена;"Выполнение работ по объекту ""Ремонт объекта недвижимости ""Подъезднаядорога"" (Архангельскаяобласть, г.Няндома)";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""РОССИЙСКАЯ ТЕЛЕВИЗИОННАЯ И РАДИОВЕЩАТЕЛЬНАЯ СЕТЬ""";08.02.2021;7 438 175,00 ₽;;;;;;;;;;;;;;
№ 0124200000621000344;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124200000621000344;Определение поставщика завершено;Капитальный ремонт автомобильнойдорогиУсть-Ваеньга – Осиново – Фалюки, км 78+725, мостовой переход через реку Нижняя Тяржа в Виноградовском районеАрхангельскойобласти;КОНТРАКТНОЕ АГЕНТСТВОАРХАНГЕЛЬСКОЙОБЛАСТИ;08.02.2021;78 564 426,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124200000621000344;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ДОРОЖНОЕ АГЕНТСТВО ""АРХАНГЕЛЬСКАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРНЫЕ ДОРОГИ""";1 - Победитель;78 171 603,87;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРХАНГЕЛЬСКИЕ ДОРОГИ И МОСТЫ""";2 - Второй номер;78 171 603,87;;;;;;
№ 0124300022121000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124300022121000020;Определение поставщика отменено;Выполнение работ по содержанию автомобильныхдорогобщего пользования местного значения;"АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ПИНЕЖСКИЙ МУНИЦИПАЛЬНЫЙ РАЙОН""АРХАНГЕЛЬСКОЙОБЛАСТИ";05.02.2021;1 245 895,56 ₽;;;;;;;;;;;;;;
№ 0155300036921000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0155300036921000001;Определение поставщика завершено;"Оказание услуг по очистке от снега и наледи автомобильнойдороги""с. Черкасское- с.Архангельск"", находящейся в собственности Пачелмского района, общей протяженностью 17,25 км (площадью 103500,0 м2)";АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ПАЧЕЛМСКИЙ РАЙОН ПЕНЗЕНСКОЙ ОБЛАСТИ;05.02.2021;110 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0155300036921000001;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО РАЙОНА ПАЧЕЛМСКИЙ РАЙОН ПЕНЗЕНСКОЙ ОБЛАСТИ;;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"СЕЛЬСКОХОЗЯЙСТВЕННЫЙ ПЕРЕРАБАТЫВАЮЩЕ- СБЫТОВОЙ ПОТРЕБИТЕЛЬСКИЙ КООПЕРАТИВ ""ПОСЕЙДОН""";;18 101,74;28.01.2022;01.03.2021;5828004451;"442111, 
Пензенская область, 
Пачелмский район, с. Кашаевка, 
ул.Речная, 1";7-960-3295045s.vorobey_94@mail.ru;
№ 0124200000621000316;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0124200000621000316;Определение поставщика завершено;Капитальный ремонт автомобильнойдорогиКоноша – Вельск на участке км 0+000 – км 2+885, автомобильнойдорогиКоноша – Няндома на участке км 0+000 – км 2+031, автомобильнойдорогиКоноша – Чублак – Толстая на участке км 0+000 – км 1+450 (устройство электроосвещения) в Коношском районеАрхангельскойобласти;КОНТРАКТНОЕ АГЕНТСТВОАРХАНГЕЛЬСКОЙОБЛАСТИ;05.02.2021;102 871 999,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0124200000621000316;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ АРХАНГЕЛЬСКОЙ ОБЛАСТИ ""ДОРОЖНОЕ АГЕНТСТВО ""АРХАНГЕЛЬСКАВТОДОР""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ПРЕДПРИЯТИЕ ""ПИК""";1 - Победитель;84 355 039,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АРХАНГЕЛЬСКИЕ ДОРОГИ И МОСТЫ""";2 - Второй номер;84 355 039,00;;;;;;
№ 0330100010521000010;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0330100010521000010;Определение поставщика завершено;"Выполнение работ по содержанию (устройство слоев износа) наавтомобильнойдорогеМ-8 ""Холмогоры"" Москва - Ярославль - Вологда -Архангельскна участке км 737+000 - км 755+000,Архангельскаяобласть";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСКФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";05.02.2021;165 000 000,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330100010521000010;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка. Такая заявка признана соответствующей требованиям Федерального закона № 44-ФЗ и документации об аукционе. Электронный аукцион признан несостоявшимся по основанию, предусмотренному ч. 1 ст. 71 Федерального закона № 44-ФЗ;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОРОГИ""";;165 000 000,00;;;;;;
№ 32109962672;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109962672;Закупка завершена;Оказание услуг по проведению периодических и предварительных медицинских осмотров работников для нужд филиала ФГП ВО ЖДТ России на Северной железнойдорогев г.Архангельск;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";05.02.2021;795 400,00 ₽;;;;;;;;;;;;;;
№ 32109960093;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32109960093;Закупка завершена;работ по нанесению линий горизонтальной дорожной разметки проезжей части на сети автомобильныхдорогахКотласского, Красноборского, Вилегодского и Ленского районовАрхангельскойобласти.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОТЛАССКОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ""";04.02.2021;14 700 547,44 ₽;;;;;;;;;;;;;;
№ 0330100010521000009;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010521000009;Подача заявок;"Проектныеи изыскательские работы по объекту: ""Ремонт моста через реку Ижина на км12+292 автомобильнойдорогиА-122 автомобильнаядорогаА-114 - Устюжна -Крестцы - Яжелбицы - Великие Луки - Невель, Вологодская область""";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСКФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03.02.2021;3 212 813,00 ₽;;;;;;;;;;;;;;
№ 0330100010521000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0330100010521000008;Определение поставщика завершено;"Оказание услуг по содержаниюавтомобильнойдорогиобщего пользования федерального значения Р-132""Золотое кольцо"" Ярославль - Кострома - Иваново - Владимир - ГусьХрустальный - Рязань - Михайлов - Тула - Калуга - Вязьма - Ржев - Тверь - Углич- Ярославль, Ярославская область (участок от границы Тверскойобласти - г. Ярославль)";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСКФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03.02.2021;23 926 732,00 ₽;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0330100010521000008;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ МОСКВА-АРХАНГЕЛЬСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УГЛИЧСКОЕ ДСУ""";;23 926 000,00;;;;;;
