№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;ИНН;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;Адрес;Контакты;ФИО Руководителя
№ 0156600016921000051;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600016921000051;Определение поставщика завершено;Выполнение работ по зимнему и летнему содержанию автомобильныхдорогобщего пользования местного значения на улицах населенных пунктов: пос. при ст. Боковая, пос. Вильва, с. Голубята, пос. Кыж, д.Кыж, д. Шкарята Добрянского городского округаПермскогокрая;АДМИНИСТРАЦИЯ ДОБРЯНСКОГО ГОРОДСКОГО ОКРУГА;25.02.2021;2 549 166,77 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600016921000051;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО""";№3594805848021000010;ИЛЬИНЫХ АРТЁМ АНДРЕЕВИЧ -.;"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО""";ИЛЬИНЫХ АРТЁМ АНДРЕЕВИЧ;2 549 166,77;22.03.2021 14:40 (МСК+2);;28.02.2023;22.03.2021;618735, Пермский край, г Добрянка, поселок Вильва, ул Первомайская, д 17, кв 2;89028001609ver2650@yandex.ru;
№ 0315100000321000016;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0315100000321000016;Определение поставщика завершено;Содержание действующей сети автомобильныхдорогобщего пользования федерального значения вПермскомкрае. Оказание услуг по нанесению горизонтальной дорожной разметки. Оказание услуг по содержанию линий электроосвещения и светофорных объектов. Содержание комплексных постов дорожного контроля, пунктов учета интенсивности движения и информационные табло;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";24.02.2021;484 725 703,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0315100000321000016;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;;;;;;;;;;;
№ 0356300030421000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0356300030421000001;Определение поставщика завершено;Выполнение работ по содержанию автомобильныхдорог(обрезка, ликвидация аварийных (упавших) деревьев вдоль улично-дорожной  сети)  в  Свердловском районе городаПерми;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО СВЕРДЛОВСКОГО РАЙОНА""";24.02.2021;1 713 999,56 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0356300030421000001;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО СВЕРДЛОВСКОГО РАЙОНА""";№3590419454221000012;Да;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО СВЕРДЛОВСКОГО РАЙОНА""";ЛЕКАНОВ АЛЕКСАНДР АЛЕКСАНДРОВИЧ;608 469,00;24.03.2021 13:52 (МСК+2);;21.05.2021;24.03.2021;617541, Пермский край, Суксунский р-н, село Сабарка, ул Первомайская, д 1;89082719761npo-perm@mail.ru;
№ 32110021845;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110021845;Закупка завершена;Оказание услуги по дополнительному профессиональному обучению для нуждПермскогоотряда филиала ФГП ВО ЖДТ России на Свердловской железнойдороге;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";24.02.2021;87 200,00 ;;;;;;;;;;;;;;
№ 32110021673;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110021673;Закупка завершена;Оказание услуг по проведению периодических медицинских осмотров работников для нуждПермскогоотряда филиала ФГП  ЖДТ России на Свердловской железнойдороге(г.Пермь);"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ВЕДОМСТВЕННАЯ ОХРАНА ЖЕЛЕЗНОДОРОЖНОГО ТРАНСПОРТА РОССИЙСКОЙ ФЕДЕРАЦИИ""";24.02.2021;1 832 996,00 ;;;;;;;;;;;;;;
№ 0156600015521000048;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015521000048;Определение поставщика завершено;Содержание автомобильныхдорогобщего пользования местного значения между населенными пунктами Октябрьского городского округа, Южное направление, общей протяженностью 149,935 км.;АДМИНИСТРАЦИЯ ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;24.02.2021;2 866 681,24 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015521000048;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И БЛАГОУСТРОЙСТВА ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ""";№3595189916221000027;5906121620;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА И БЛАГОУСТРОЙСТВА ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ""";"Общество с ограниченной ответственностью ""Профит""";2 866 681,24;26.03.2021 13:55 (МСК+2);;30.01.2022;26.03.2021;614056, КРАЙ ПЕРМСКИЙ, ГОРОД ПЕРМЬ, УЛИЦА СОЛИКАМСКАЯ, ДОМ 273А, ОФИС 307;83426621585chadmet2010@yandex.ru;
№ 32110015703;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110015703;Закупка завершена;Выполнить устройство и содержание временных ледовых речных подъездных путей и площадок для бурения 8 скважин (по 2 скважины на опорах 10, 11, 12, 13) в составе объекта: «Строительство, реконструкция и эксплуатация автомобильныхдорог «Пермь– Березники»;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПЕРМСКИЙНАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ""";20.02.2021;4 000 000,00 ;;;;;;;;;;;;;;
№ 0856600010821000070;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856600010821000070;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиЗаозерье -Пермь;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКУПОКПЕРМСКОГОМУНИЦИПАЛЬНОГО РАЙОНА""";20.02.2021;8 381 262,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856600010821000070;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";№3594802902421000023;5903098483;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ БЛАГОУСТРОЙСТВОМ ПЕРМСКОГО МУНИЦИПАЛЬНОГО РАЙОНА""";"Общество с ограниченной ответственностью ""Дортехсервис""";5 950 696,02;16.03.2021 13:22 (МСК+2);;31.12.2021;16.03.2021;614068, ПЕРМСКИЙ КРАЙ, ПЕРМЬ Г, УЛ.ПЕТРОПАВЛОВСКАЯ, Д.103 - 24;73422370815dorteh.servis@yandex.ru;
№ 0356300041521000003;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0356300041521000003;Определение поставщика завершено;Выполнение работ по установке (демонтажу) дорожных знаков на улично-дорожной сети Ленинского района городаПерми;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ЛЕНИНСКОГО РАЙОНА""";20.02.2021;897 102,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0356300041521000003;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""БЛАГОУСТРОЙСТВО ЛЕНИНСКОГО РАЙОНА""";;;;;;;;;;;;
№ 0156300008721000027;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156300008721000027;Определение поставщика завершено;Выполнение работ по капитальному ремонту Комсомольского проспекта от ул. Монастырской до ул. Чкалова.;АДМИНИСТРАЦИЯ  ГОРОДАПЕРМИ;19.02.2021;881 026 724,40 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156300008721000027;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ПЕРМБЛАГОУСТРОЙСТВО""";Согласование получено;;;;;;;;;;;
№ 0156600026721000020;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000020;Определение поставщика завершено;Ремонт тротуара по ул. Ивана Карасова в с. Березовка;УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;19.02.2021;855 898,89 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600026721000020;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591821769421000020;Да;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;МУХАМИТОВА ЗУХРА ФАИЛОВНА;787 427,05;25.03.2021 13:36 (МСК+2);;31.12.2021;25.03.2021;617470, Пермский край, г Кунгур, ул Голованова, д 9;83427130195antonov60_opt@mail.ru;
№ 0315100000321000012;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0315100000321000012;Определение поставщика завершено;Проведение приемочной диагностики по объекту: Ремонт автомобильнойдорогиМ-7 «Волга» Москва – Владимир– Нижний Новгород – Казань – Уфа подъезд к г.Пермь, км 477+644 – км 509+867,Пермскийкрай;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";19.02.2021;4 664 073,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0315100000321000012;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;;;;;;;;;;;
№ 0315100000321000011;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0315100000321000011;Определение поставщика завершено;Проведение приемочной диагностики по объекту: Капитальный ремонт автомобильнойдорогиА-153 Нытва – Кудымкар на участке км 10+000 – км 24+000,Пермскийкрай;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";19.02.2021;2 214 249,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0315100000321000011;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;;;;;;;;;;;
№ 0162200011821000125;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0162200011821000125;Определение поставщика отменено;Выполнение работ по строительству автомобильнойдороги«Подъезд к п. Ключевая от км 222+075 а/д «г.Пермь– г. Екатеринбург» на участке км 3+650 – км 4+378 на территории Нижнесергинского муниципального района;ДЕПАРТАМЕНТ ГОСУДАРСТВЕННЫХ ЗАКУПОК СВЕРДЛОВСКОЙ ОБЛАСТИ;19.02.2021;69 057 845,00 ;;;;;;;;;;;;;;
№ 0315100000321000010;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0315100000321000010;Определение поставщика завершено;Проведение приемочной диагностики по объекту: Капитальный ремонт автомобильнойдорогиМ-7 «Волга» Москва – Владимир – Нижний Новгород – Казань – Уфа, подъезд к городам Ижевск иПермьна участке км 272+000 – км 283+000, Удмуртская Республика;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";19.02.2021;1 585 207,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0315100000321000010;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ПРИКАМЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;;;;;;;;;;;
№ 0156600026721000019;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000019;Определение поставщика завершено;Устройство парковок в с. Березовка;УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;19.02.2021;1 616 734,20 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600026721000019;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591821769421000019;Да;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;МУХАМИТОВА ЗУХРА ФАИЛОВНА;1 288 364,20;24.03.2021 15:31 (МСК+2);;31.12.2021;24.03.2021;617470, Пермский край, г Кунгур, ул Голованова, д 9;83427130195antonov60_opt@mail.ru;
